,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,APOLLOHOSP.NS,DIVISLAB.NS,MAXHEALTH.NS,LUPIN.NS,AUROPHARMA.NS,ALKEM.NS,TORNTPHARM.NS
2019-07-16,433.29998779296875,2676.5,553.5499877929688,1390.199951171875,1648.5999755859375,,779.5499877929688,581.0999755859375,1776.5999755859375,802.7249755859375
2019-07-17,430.04998779296875,2666.300048828125,557.5499877929688,1383.800048828125,1651.949951171875,,771.9500122070312,573.1500244140625,1749.8499755859375,792.8499755859375
2019-07-18,426.20001220703125,2655.550048828125,547.0,1388.050048828125,1641.9000244140625,,756.1500244140625,569.9000244140625,1758.050048828125,772.5999755859375
2019-07-19,421.3500061035156,2613.14990234375,536.7000122070312,1373.449951171875,1624.4000244140625,,747.3499755859375,552.4000244140625,1798.449951171875,757.7249755859375
2019-07-22,430.25,2632.5,530.9500122070312,1364.6500244140625,1625.3499755859375,,756.5,570.1500244140625,1797.9000244140625,750.4249877929688
2019-07-23,430.25,2599.35009765625,528.9000244140625,1366.0,1619.0999755859375,,756.4500122070312,561.75,1762.300048828125,733.9000244140625
2019-07-24,425.54998779296875,2599.050048828125,518.75,1335.449951171875,1604.0999755859375,,738.0999755859375,548.3499755859375,1769.25,803.5
2019-07-25,437.1499938964844,2654.10009765625,536.6500244140625,1343.5999755859375,1641.75,,773.0499877929688,553.9000244140625,1815.1500244140625,812.0999755859375
2019-07-26,439.95001220703125,2704.949951171875,532.0999755859375,1363.050048828125,1666.699951171875,,777.2999877929688,563.4500122070312,1815.1500244140625,836.875
2019-07-29,431.04998779296875,2653.949951171875,522.25,1365.8499755859375,1653.25,,762.25,551.1500244140625,1789.6500244140625,825.7000122070312
2019-07-30,410.3500061035156,2560.0,520.0,1333.5999755859375,1658.449951171875,,752.5999755859375,551.9500122070312,1760.4000244140625,826.7249755859375
2019-07-31,426.75,2574.60009765625,521.0999755859375,1351.5999755859375,1633.75,,764.7999877929688,571.25,1741.949951171875,835.4249877929688
2019-08-01,425.1000061035156,2533.75,512.4500122070312,1365.550048828125,1615.3499755859375,,759.0499877929688,550.5999755859375,1715.5999755859375,833.9500122070312
2019-08-02,420.6499938964844,2529.199951171875,516.0999755859375,1310.199951171875,1598.800048828125,,767.2999877929688,548.6500244140625,1680.3499755859375,836.625
2019-08-05,417.1499938964844,2514.699951171875,518.9000244140625,1301.6500244140625,1577.550048828125,,756.7000122070312,548.1500244140625,1674.800048828125,834.3499755859375
2019-08-06,418.20001220703125,2556.199951171875,500.1499938964844,1340.25,1616.0,,750.8499755859375,562.0,1679.550048828125,836.1500244140625
2019-08-07,421.04998779296875,2556.800048828125,518.2999877929688,1314.6500244140625,1633.9000244140625,,781.9000244140625,554.7000122070312,1705.5999755859375,851.4500122070312
2019-08-08,426.45001220703125,2571.949951171875,503.04998779296875,1334.4000244140625,1651.0,,760.9500122070312,598.0,1721.1500244140625,855.2000122070312
2019-08-09,422.0,2573.449951171875,484.5,1358.800048828125,1664.949951171875,,758.7000122070312,598.8499755859375,1762.5,837.2750244140625
2019-08-13,439.25,2556.35009765625,475.75,1322.5,1524.4000244140625,,748.25,602.7999877929688,1790.449951171875,826.9749755859375
2019-08-14,417.1499938964844,2511.949951171875,478.29998779296875,1360.199951171875,1531.9000244140625,,734.2999877929688,605.5,1767.199951171875,843.0499877929688
2019-08-16,414.70001220703125,2492.550048828125,476.1000061035156,1470.5999755859375,1507.300048828125,,729.2999877929688,602.2999877929688,1761.8499755859375,823.9000244140625
2019-08-19,426.0,2509.10009765625,475.8500061035156,1483.949951171875,1518.0999755859375,,732.0,603.7999877929688,1753.800048828125,827.5499877929688
2019-08-20,420.8999938964844,2554.60009765625,478.70001220703125,1475.0999755859375,1522.1500244140625,,736.1500244140625,600.25,1771.4000244140625,829.5750122070312
2019-08-21,417.0,2503.0,468.04998779296875,1466.0,1533.0999755859375,,735.2000122070312,589.5,1745.4000244140625,835.0999755859375
2019-08-22,414.54998779296875,2545.39990234375,464.0,1451.0999755859375,1568.5,,737.3499755859375,590.7999877929688,1753.75,837.4249877929688
2019-08-23,427.79998779296875,2541.25,465.8999938964844,1440.8499755859375,1571.5999755859375,,738.6500244140625,598.25,1772.3499755859375,829.7999877929688
2019-08-26,419.3500061035156,2567.199951171875,466.54998779296875,1461.0,1620.050048828125,,747.2000122070312,590.0,1789.5999755859375,838.9749755859375
2019-08-27,416.75,2540.699951171875,465.3500061035156,1475.550048828125,1593.550048828125,,738.8499755859375,588.3499755859375,1826.9000244140625,842.25
2019-08-28,413.1000061035156,2512.10009765625,464.25,1521.4000244140625,1576.6500244140625,,732.0999755859375,591.0999755859375,1829.8499755859375,834.4000244140625
2019-08-29,434.6499938964844,2527.800048828125,465.20001220703125,1518.3499755859375,1615.0,,735.0499877929688,591.0999755859375,1817.75,837.4749755859375
2019-08-30,450.3999938964844,2557.5,472.45001220703125,1508.1500244140625,1625.4000244140625,,741.0,600.7000122070312,1817.699951171875,853.7999877929688
2019-09-03,439.3500061035156,2532.800048828125,469.54998779296875,1493.449951171875,1639.449951171875,,735.5,605.0499877929688,1840.4000244140625,856.7000122070312
2019-09-04,426.45001220703125,2602.699951171875,471.3999938964844,1496.9000244140625,1663.449951171875,,741.9500122070312,599.1500244140625,1823.449951171875,845.2999877929688
2019-09-05,431.79998779296875,2682.449951171875,478.3999938964844,1497.0,1639.0,,765.3499755859375,613.0499877929688,1847.4000244140625,855.875
2019-09-06,425.1000061035156,2739.949951171875,474.8999938964844,1500.199951171875,1637.5999755859375,,773.0,619.4500122070312,1835.9000244140625,869.5750122070312
2019-09-09,428.79998779296875,2749.199951171875,475.0,1494.0999755859375,1627.1500244140625,,766.7000122070312,625.75,1800.0,858.5499877929688
2019-09-11,422.20001220703125,2761.0,471.79998779296875,1497.199951171875,1616.550048828125,,759.5499877929688,628.4000244140625,1847.6500244140625,849.1500244140625
2019-09-12,427.79998779296875,2767.050048828125,467.79998779296875,1458.75,1645.1500244140625,,759.0499877929688,628.25,1828.550048828125,854.6500244140625
2019-09-13,422.8500061035156,2731.550048828125,469.0,1458.1500244140625,1628.3499755859375,,764.0999755859375,629.25,1839.6500244140625,860.625
2019-09-16,426.79998779296875,2725.300048828125,470.5,1435.8499755859375,1644.800048828125,,769.1500244140625,636.5999755859375,1859.800048828125,854.8250122070312
2019-09-17,420.6499938964844,2738.050048828125,460.6499938964844,1415.050048828125,1601.4000244140625,,757.8499755859375,616.7000122070312,1838.699951171875,843.3499755859375
2019-09-18,416.79998779296875,2743.64990234375,458.6499938964844,1433.9000244140625,1616.1500244140625,,759.0999755859375,618.75,1896.25,835.4749755859375
2019-09-19,411.1499938964844,2732.550048828125,452.04998779296875,1412.699951171875,1582.4000244140625,,741.25,606.2000122070312,1866.75,851.0499877929688
2019-09-20,413.70001220703125,2837.800048828125,463.29998779296875,1469.3499755859375,1637.949951171875,,756.2999877929688,619.1500244140625,1948.199951171875,863.5999755859375
2019-09-23,409.45001220703125,2767.25,448.8999938964844,1470.5,1611.699951171875,,732.0499877929688,616.9500122070312,1928.8499755859375,856.5
2019-09-24,409.6499938964844,2785.25,450.25,1453.0999755859375,1629.6500244140625,,739.25,619.0499877929688,1942.5999755859375,848.9749755859375
2019-09-25,406.75,2773.35009765625,434.6000061035156,1427.550048828125,1633.449951171875,,731.4000244140625,602.2000122070312,1905.9000244140625,851.5499877929688
2019-09-26,411.95001220703125,2774.85009765625,438.45001220703125,1429.199951171875,1675.050048828125,,729.25,610.75,1917.5999755859375,849.9249877929688
2019-09-27,401.70001220703125,2730.800048828125,439.3999938964844,1400.550048828125,1660.449951171875,,717.25,597.2000122070312,1929.4000244140625,846.5750122070312
2019-09-30,389.45001220703125,2702.25,425.5,1395.5,1665.5,,715.7000122070312,589.0,1905.0999755859375,833.7000122070312
2019-10-01,386.54998779296875,2689.35009765625,412.6499938964844,1369.25,1622.550048828125,,703.0999755859375,576.2000122070312,1949.699951171875,808.125
2019-10-03,388.1499938964844,2677.14990234375,418.1000061035156,1379.0999755859375,1628.3499755859375,,701.2000122070312,579.6500244140625,1898.300048828125,799.4249877929688
2019-10-04,386.04998779296875,2617.699951171875,418.3500061035156,1400.449951171875,1622.25,,686.5,567.5,1938.949951171875,815.2750244140625
2019-10-07,379.8999938964844,2616.449951171875,408.25,1410.6500244140625,1646.6500244140625,,667.5999755859375,459.8500061035156,1938.550048828125,806.8250122070312
2019-10-09,383.95001220703125,2663.39990234375,423.3500061035156,1425.050048828125,1650.5999755859375,,682.0999755859375,474.3999938964844,1938.25,833.0999755859375
2019-10-10,387.04998779296875,2633.5,422.1499938964844,1412.25,1667.1500244140625,,690.9500122070312,465.1499938964844,1929.0,844.125
2019-10-11,386.29998779296875,2651.39990234375,441.3500061035156,1448.0999755859375,1689.949951171875,,701.6500244140625,438.95001220703125,1947.300048828125,822.1749877929688
2019-10-14,394.6499938964844,2651.89990234375,440.8999938964844,1451.75,1683.699951171875,,716.4000244140625,459.25,1941.949951171875,848.9749755859375
2019-10-15,396.79998779296875,2684.64990234375,446.54998779296875,1483.75,1693.0999755859375,,721.1500244140625,455.3500061035156,1915.0999755859375,849.9249877929688
2019-10-16,399.70001220703125,2701.449951171875,446.79998779296875,1483.199951171875,1720.199951171875,,732.8499755859375,463.70001220703125,1914.4000244140625,821.0250244140625
2019-10-17,401.5,2727.39990234375,446.29998779296875,1487.300048828125,1722.949951171875,,726.5,466.45001220703125,1918.8499755859375,847.25
2019-10-18,401.6499938964844,2724.85009765625,444.1499938964844,1507.8499755859375,1738.0,,739.0999755859375,476.45001220703125,1958.949951171875,842.3250122070312
2019-10-22,405.45001220703125,2810.75,453.8999938964844,1519.4000244140625,1741.1500244140625,,745.8499755859375,477.25,1974.75,835.0
2019-10-23,405.20001220703125,2826.699951171875,454.25,1513.75,1735.3499755859375,,736.1500244140625,476.04998779296875,1966.8499755859375,840.125
2019-10-24,405.95001220703125,2825.300048828125,446.8500061035156,1536.800048828125,1764.050048828125,,730.25,469.29998779296875,1968.699951171875,883.875
2019-10-25,417.5,2794.949951171875,459.8500061035156,1519.3499755859375,1759.1500244140625,,734.0999755859375,470.75,1960.199951171875,871.9000244140625
2019-10-27,417.75,2785.60009765625,461.04998779296875,1529.6500244140625,1759.5,,734.3499755859375,470.8500061035156,1969.300048828125,871.6749877929688
2019-10-29,421.95001220703125,2802.5,473.04998779296875,1431.0,1754.3499755859375,,734.1500244140625,471.8500061035156,1974.0,899.4249877929688
2019-10-30,429.6499938964844,2759.89990234375,465.0,1461.949951171875,1736.5999755859375,,729.9500122070312,463.0,1977.0,882.7000122070312
2019-10-31,433.3999938964844,2783.199951171875,466.8500061035156,1484.800048828125,1755.050048828125,,745.0999755859375,469.8500061035156,1997.699951171875,888.1500244140625
2019-11-01,437.54998779296875,2756.60009765625,469.20001220703125,1460.0,1743.1500244140625,,766.2999877929688,480.5,2000.1500244140625,900.9500122070312
2019-11-04,437.95001220703125,2797.800048828125,468.29998779296875,1414.75,1735.1500244140625,,759.9500122070312,477.6499938964844,2015.949951171875,905.3499755859375
2019-11-05,429.8999938964844,2815.699951171875,467.8500061035156,1414.949951171875,1687.449951171875,,754.9500122070312,473.8999938964844,2048.75,895.8250122070312
2019-11-06,427.8999938964844,2862.699951171875,480.8500061035156,1413.9000244140625,1705.3499755859375,,771.4500122070312,450.8999938964844,2058.449951171875,907.9000244140625
2019-11-07,440.6000061035156,2871.050048828125,471.8500061035156,1463.9000244140625,1718.0,,737.4500122070312,452.0,2006.949951171875,909.6500244140625
2019-11-08,422.1000061035156,2822.10009765625,462.5,1418.5999755859375,1699.949951171875,,718.75,439.95001220703125,2034.25,907.3250122070312
2019-11-11,421.45001220703125,2815.75,454.8500061035156,1419.0,1710.550048828125,,735.75,437.70001220703125,1972.0,901.7249755859375
2019-11-13,412.0,2763.14990234375,447.8999938964844,1388.6500244140625,1672.5,,730.3499755859375,433.8500061035156,2065.800048828125,886.25
2019-11-14,410.20001220703125,2734.050048828125,451.3999938964844,1419.1500244140625,1656.5,,738.3499755859375,395.79998779296875,2021.25,885.7750244140625
2019-11-15,415.04998779296875,2730.800048828125,463.25,1397.25,1747.699951171875,,742.25,410.25,2058.25,891.0750122070312
2019-11-18,424.54998779296875,2737.0,460.6000061035156,1403.949951171875,1735.949951171875,,746.5499877929688,425.1499938964844,2099.75,889.5999755859375
2019-11-19,425.8999938964844,2743.0,472.1000061035156,1410.949951171875,1732.699951171875,,747.7000122070312,431.20001220703125,2117.050048828125,879.5250244140625
2019-11-20,450.0,2838.64990234375,482.6000061035156,1421.550048828125,1763.5999755859375,,777.8499755859375,444.79998779296875,2083.550048828125,871.0999755859375
2019-11-21,447.1499938964844,2879.25,485.5,1455.449951171875,1747.050048828125,,771.0,429.70001220703125,2091.0,869.4500122070312
2019-11-22,452.1000061035156,2871.25,478.8500061035156,1451.5999755859375,1733.3499755859375,,772.4000244140625,428.8500061035156,2078.800048828125,855.9249877929688
2019-11-25,458.95001220703125,2920.64990234375,483.5,1450.3499755859375,1764.050048828125,,781.7000122070312,440.6000061035156,2056.050048828125,880.0499877929688
2019-11-26,450.75,2965.85009765625,478.54998779296875,1458.4000244140625,1784.25,,787.8499755859375,445.45001220703125,2069.300048828125,894.0499877929688
2019-11-27,458.75,2972.0,468.0,1463.949951171875,1811.3499755859375,,792.5499877929688,453.3999938964844,2000.3499755859375,937.125
2019-11-28,457.3500061035156,2976.75,468.3500061035156,1444.5,1793.0,,804.3499755859375,449.6499938964844,2025.449951171875,941.9249877929688
2019-11-29,449.8500061035156,2913.85009765625,466.70001220703125,1441.199951171875,1786.199951171875,,800.6500244140625,449.8999938964844,2029.0999755859375,949.2999877929688
2019-12-02,440.0,2871.699951171875,464.0,1416.25,1785.050048828125,,796.0499877929688,450.1499938964844,2033.25,945.25
2019-12-03,433.6000061035156,2858.35009765625,464.25,1404.4000244140625,1795.1500244140625,,786.0499877929688,445.54998779296875,2041.800048828125,966.8250122070312
2019-12-04,443.70001220703125,2877.85009765625,470.0,1470.25,1809.4000244140625,,791.9000244140625,452.8500061035156,2060.449951171875,937.1749877929688
2019-12-05,436.70001220703125,2871.60009765625,461.6000061035156,1483.199951171875,1801.5,,779.6500244140625,449.1499938964844,2091.5,936.9749755859375
2019-12-06,428.6000061035156,2890.800048828125,455.45001220703125,1465.0,1783.8499755859375,,761.8499755859375,445.70001220703125,2079.35009765625,925.7249755859375
2019-12-09,427.0,2908.75,447.8999938964844,1411.800048828125,1806.300048828125,,755.9500122070312,448.29998779296875,2087.39990234375,933.3499755859375
2019-12-10,427.6499938964844,2897.5,453.04998779296875,1373.949951171875,1813.6500244140625,,752.7999877929688,432.54998779296875,2085.85009765625,912.4749755859375
2019-12-11,429.79998779296875,2887.800048828125,449.95001220703125,1390.449951171875,1821.800048828125,,744.2000122070312,449.25,2087.800048828125,930.4749755859375
2019-12-12,434.1499938964844,2905.64990234375,461.04998779296875,1385.5,1829.1500244140625,,748.75,448.75,2084.64990234375,928.7999877929688
2019-12-13,439.25,2821.5,461.25,1353.0,1842.0,,756.25,449.3500061035156,2075.60009765625,932.7999877929688
2019-12-16,435.1499938964844,2816.35009765625,458.25,1370.550048828125,1860.6500244140625,,747.4500122070312,455.0,2084.75,936.2000122070312
2019-12-17,429.04998779296875,2826.89990234375,463.95001220703125,1363.6500244140625,1845.4000244140625,,754.3499755859375,448.75,2066.300048828125,917.1500244140625
2019-12-18,439.75,2873.449951171875,467.79998779296875,1384.8499755859375,1837.8499755859375,,766.3499755859375,454.0,2095.39990234375,909.5999755859375
2019-12-19,433.6000061035156,2869.550048828125,467.6000061035156,1396.4000244140625,1829.0,,770.5999755859375,464.20001220703125,2051.199951171875,909.1749877929688
2019-12-20,430.29998779296875,2863.35009765625,465.75,1379.199951171875,1818.0,,770.9500122070312,470.3999938964844,2035.0999755859375,918.7000122070312
2019-12-23,428.3999938964844,2908.39990234375,467.8500061035156,1386.25,1808.0999755859375,,767.7000122070312,468.1499938964844,2003.300048828125,933.75
2019-12-24,429.79998779296875,2895.949951171875,478.70001220703125,1375.449951171875,1816.9000244140625,,765.1500244140625,465.04998779296875,1996.5999755859375,928.5499877929688
2019-12-26,422.1499938964844,2865.60009765625,474.1499938964844,1379.5999755859375,1816.0,,757.5,459.79998779296875,2037.050048828125,922.375
2019-12-27,426.0,2897.60009765625,481.1000061035156,1418.0999755859375,1830.1500244140625,,770.9500122070312,463.1000061035156,2017.1500244140625,931.9249877929688
2019-12-30,430.1499938964844,2888.85009765625,479.95001220703125,1418.9000244140625,1849.199951171875,,769.9000244140625,465.25,1992.800048828125,927.9749755859375
2019-12-31,432.54998779296875,2874.550048828125,478.20001220703125,1442.0,1845.800048828125,,763.4500122070312,456.8500061035156,2013.9000244140625,924.5250244140625
2020-01-01,434.29998779296875,2879.39990234375,475.8999938964844,1426.3499755859375,1818.8499755859375,,771.1500244140625,458.1000061035156,2082.85009765625,921.8499755859375
2020-01-02,434.95001220703125,2864.89990234375,473.5,1494.6500244140625,1825.9000244140625,,775.5999755859375,461.6000061035156,2085.64990234375,932.8250122070312
2020-01-03,444.6000061035156,2883.89990234375,469.95001220703125,1486.0999755859375,1834.800048828125,,776.9000244140625,460.29998779296875,2094.64990234375,950.0499877929688
2020-01-06,439.95001220703125,2878.85009765625,466.75,1462.5,1838.3499755859375,,762.1500244140625,443.5,2089.550048828125,943.0999755859375
2020-01-07,446.3999938964844,2884.199951171875,468.6000061035156,1478.699951171875,1843.9000244140625,,757.5499877929688,452.3999938964844,2117.14990234375,936.375
2020-01-08,440.1000061035156,2897.25,464.75,1473.6500244140625,1833.949951171875,,757.0999755859375,451.3500061035156,2124.050048828125,933.1749877929688
2020-01-09,439.8500061035156,2920.5,470.1000061035156,1479.5999755859375,1843.4000244140625,,758.9000244140625,457.0,2149.050048828125,939.4000244140625
2020-01-10,443.6000061035156,2933.0,473.5,1485.9000244140625,1866.300048828125,,758.9500122070312,457.95001220703125,2257.85009765625,949.5250244140625
2020-01-13,444.6000061035156,2954.699951171875,477.6499938964844,1483.449951171875,1878.8499755859375,,748.5999755859375,460.6000061035156,2339.5,949.7000122070312
2020-01-14,446.0,2947.800048828125,484.25,1493.300048828125,1873.6500244140625,,752.7999877929688,480.29998779296875,2323.800048828125,942.6500244140625
2020-01-15,449.04998779296875,2918.64990234375,484.0,1511.949951171875,1866.25,,751.0499877929688,485.75,2365.699951171875,949.0999755859375
2020-01-16,449.04998779296875,2937.449951171875,480.25,1591.550048828125,1899.0,,753.9500122070312,475.8500061035156,2362.64990234375,962.2000122070312
2020-01-17,454.6000061035156,3034.35009765625,480.29998779296875,1618.5999755859375,1903.3499755859375,,766.6500244140625,485.95001220703125,2338.199951171875,1003.1749877929688
2020-01-20,449.45001220703125,3059.60009765625,480.1499938964844,1629.550048828125,1892.0,,732.7000122070312,482.95001220703125,2359.35009765625,1013.8499755859375
2020-01-21,447.3999938964844,3060.449951171875,473.3999938964844,1626.199951171875,1870.800048828125,,741.1500244140625,493.20001220703125,2356.85009765625,1010.0750122070312
2020-01-22,446.29998779296875,3062.050048828125,471.6000061035156,1634.449951171875,1855.1500244140625,,738.4000244140625,497.95001220703125,2360.85009765625,1000.4749755859375
2020-01-23,449.8500061035156,3038.14990234375,465.1499938964844,1686.9000244140625,1897.449951171875,,737.8499755859375,490.04998779296875,2329.699951171875,1010.25
2020-01-24,447.79998779296875,3031.39990234375,458.8500061035156,1668.699951171875,1910.5,,740.1500244140625,501.1000061035156,2346.949951171875,1018.4749755859375
2020-01-27,448.3999938964844,3188.75,464.45001220703125,1696.050048828125,1918.3499755859375,,751.9000244140625,511.0,2357.10009765625,1013.5750122070312
2020-01-28,452.8999938964844,3189.14990234375,464.70001220703125,1677.75,1946.75,,747.4000244140625,504.1000061035156,2324.60009765625,958.2000122070312
2020-01-29,450.1000061035156,3148.25,461.54998779296875,1688.0,1961.300048828125,,744.8499755859375,507.3500061035156,2299.89990234375,968.75
2020-01-30,442.1000061035156,3154.85009765625,451.0,1690.800048828125,1959.1500244140625,,728.3499755859375,480.25,2295.85009765625,968.1500244140625
2020-01-31,434.29998779296875,3114.5,446.8999938964844,1660.199951171875,1952.300048828125,,718.25,481.3999938964844,2397.64990234375,965.5499877929688
2020-02-03,417.54998779296875,3144.14990234375,444.54998779296875,1695.8499755859375,1972.75,,708.6500244140625,473.5,2376.60009765625,953.0499877929688
2020-02-04,425.6499938964844,3241.85009765625,448.45001220703125,1671.050048828125,1961.300048828125,,721.5999755859375,494.79998779296875,2370.800048828125,964.375
2020-02-05,426.25,3133.35009765625,447.54998779296875,1657.449951171875,1962.6500244140625,,722.5,508.0,2387.25,1000.625
2020-02-06,430.6499938964844,3158.949951171875,439.6499938964844,1645.050048828125,2023.0,,721.9000244140625,510.5,2398.85009765625,1000.7000122070312
2020-02-07,430.79998779296875,3166.699951171875,443.20001220703125,1663.1500244140625,2085.949951171875,,707.5999755859375,546.5499877929688,2502.5,1010.4000244140625
2020-02-10,420.29998779296875,3149.10009765625,444.75,1665.699951171875,2088.949951171875,,701.9500122070312,542.25,2585.199951171875,1004.5999755859375
2020-02-11,418.54998779296875,3191.199951171875,450.6000061035156,1697.949951171875,2146.89990234375,,705.0499877929688,548.1500244140625,2635.199951171875,1006.875
2020-02-12,414.6000061035156,3195.699951171875,446.79998779296875,1683.5999755859375,2121.800048828125,,703.2000122070312,544.8499755859375,2644.60009765625,1005.2000122070312
2020-02-13,418.95001220703125,3324.60009765625,443.3999938964844,1695.5,2155.800048828125,,703.4000244140625,527.3499755859375,2615.050048828125,1040.0999755859375
2020-02-14,418.54998779296875,3304.300048828125,447.1000061035156,1704.4000244140625,2146.449951171875,,717.6500244140625,514.3499755859375,2649.300048828125,1056.25
2020-02-17,408.3999938964844,3295.550048828125,431.8999938964844,1715.050048828125,2154.85009765625,,712.5499877929688,493.6000061035156,2582.25,1071.675048828125
2020-02-18,408.6499938964844,3251.35009765625,436.0,1774.9000244140625,2175.25,,706.0499877929688,500.3999938964844,2618.199951171875,1065.949951171875
2020-02-19,403.54998779296875,3278.14990234375,447.5,1780.5,2185.85009765625,,709.0499877929688,601.8499755859375,2623.800048828125,1121.074951171875
2020-02-20,404.95001220703125,3255.300048828125,435.75,1800.699951171875,2169.35009765625,,699.5999755859375,599.75,2658.699951171875,1119.4749755859375
2020-02-24,397.8500061035156,3176.300048828125,430.1499938964844,1797.449951171875,2160.449951171875,,672.8499755859375,504.0,2599.699951171875,1085.4749755859375
2020-02-25,388.8999938964844,3086.89990234375,425.79998779296875,1790.449951171875,2116.0,,669.1500244140625,503.95001220703125,2643.64990234375,1104.4749755859375
2020-02-26,374.70001220703125,3075.35009765625,422.20001220703125,1767.199951171875,2142.10009765625,,669.7999877929688,510.0,2632.800048828125,1125.550048828125
2020-02-27,388.5,3067.050048828125,421.20001220703125,1795.4000244140625,2156.550048828125,,662.7999877929688,519.5,2641.60009765625,1084.4749755859375
2020-02-28,372.8999938964844,2927.10009765625,402.1000061035156,1735.800048828125,2106.949951171875,,640.0,505.5,2625.5,1075.1500244140625
2020-03-02,369.5,2905.550048828125,401.95001220703125,1728.550048828125,2109.25,,629.7999877929688,494.6499938964844,2600.199951171875,1063.625
2020-03-03,393.54998779296875,3043.699951171875,425.29998779296875,1725.699951171875,2183.10009765625,,649.5999755859375,511.29998779296875,2642.35009765625,1072.875
2020-03-04,405.45001220703125,3171.35009765625,447.6499938964844,1755.25,2174.800048828125,,664.4000244140625,520.9000244140625,2549.75,1091.574951171875
2020-03-05,404.8999938964844,3184.449951171875,440.6000061035156,1727.199951171875,2223.75,,676.5499877929688,526.9000244140625,2611.10009765625,1106.9749755859375
2020-03-06,400.8999938964844,3170.949951171875,434.3999938964844,1688.9000244140625,2240.050048828125,,663.5,510.29998779296875,2614.0,1098.050048828125
2020-03-09,393.3500061035156,3061.25,426.1499938964844,1640.9000244140625,2181.75,,651.1500244140625,471.29998779296875,2566.89990234375,1049.824951171875
2020-03-11,385.95001220703125,3000.60009765625,417.1000061035156,1629.25,2149.199951171875,,638.7999877929688,450.1499938964844,2590.949951171875,1069.449951171875
2020-03-12,354.79998779296875,2850.39990234375,394.75,1508.0,1912.8499755859375,,593.7999877929688,374.5,2386.5,993.9500122070312
2020-03-13,384.20001220703125,2885.10009765625,425.54998779296875,1513.6500244140625,1962.699951171875,,605.8499755859375,415.20001220703125,2413.85009765625,989.25
2020-03-16,368.54998779296875,2826.949951171875,396.3999938964844,1472.800048828125,1891.9000244140625,,599.0,404.8999938964844,2426.89990234375,980.0750122070312
2020-03-17,370.1499938964844,2781.199951171875,401.75,1426.75,1895.300048828125,,616.0999755859375,413.20001220703125,2326.050048828125,993.0
2020-03-18,362.75,2668.449951171875,386.0,1282.699951171875,1805.25,,612.9000244140625,363.6499938964844,2294.199951171875,907.625
2020-03-19,360.3999938964844,2623.949951171875,374.70001220703125,1180.0999755859375,1870.949951171875,,635.0,346.0,2177.85009765625,886.0499877929688
2020-03-20,365.25,2897.25,392.79998779296875,1362.949951171875,1994.9000244140625,,641.9500122070312,346.70001220703125,2348.60009765625,946.9500122070312
2020-03-23,324.5,2768.39990234375,375.25,1158.6500244140625,1851.75,,592.1500244140625,294.70001220703125,2269.64990234375,898.0750122070312
2020-03-24,335.1499938964844,2857.949951171875,377.45001220703125,1156.0,1919.949951171875,,592.2000122070312,326.1499938964844,2216.300048828125,909.1749877929688
2020-03-25,347.6499938964844,2922.0,376.45001220703125,1183.75,1928.050048828125,,566.5,333.6499938964844,2273.64990234375,889.625
2020-03-26,338.29998779296875,2948.550048828125,386.1499938964844,1215.8499755859375,1883.300048828125,,558.6500244140625,361.3999938964844,2307.10009765625,907.6749877929688
2020-03-27,338.25,2916.5,407.6499938964844,1167.0,1862.550048828125,,548.0999755859375,392.25,2344.949951171875,930.0750122070312
2020-03-30,332.70001220703125,2994.25,431.75,1098.25,1893.9000244140625,,560.5999755859375,389.5,2336.25,980.0499877929688
2020-03-31,352.29998779296875,3120.75,422.8500061035156,1139.050048828125,1989.050048828125,,589.6500244140625,413.1499938964844,2325.85009765625,985.9000244140625
2020-04-01,343.54998779296875,3095.0,413.75,1088.8499755859375,1877.0,,579.0499877929688,392.29998779296875,2270.050048828125,979.5
2020-04-03,375.95001220703125,3146.800048828125,449.20001220703125,1189.550048828125,1901.050048828125,,655.8499755859375,382.3999938964844,2267.050048828125,1038.5
2020-04-07,417.3500061035156,3583.199951171875,492.25,1225.949951171875,2067.85009765625,,700.0499877929688,445.70001220703125,2324.050048828125,1177.175048828125
2020-04-08,436.70001220703125,3683.0,512.75,1263.949951171875,2168.949951171875,,705.5999755859375,438.1499938964844,2671.14990234375,1268.675048828125
2020-04-09,454.45001220703125,3621.550048828125,579.5999755859375,1279.8499755859375,2310.89990234375,,790.1500244140625,460.20001220703125,2709.0,1275.175048828125
2020-04-13,462.3500061035156,3746.60009765625,592.8499755859375,1279.4000244140625,2341.199951171875,,826.0499877929688,503.20001220703125,2693.800048828125,1187.6500244140625
2020-04-15,449.20001220703125,3807.60009765625,592.3499755859375,1360.550048828125,2395.449951171875,,810.4000244140625,514.7000122070312,2686.85009765625,1148.2249755859375
2020-04-16,463.70001220703125,3860.64990234375,600.4500122070312,1423.449951171875,2393.199951171875,,825.9000244140625,544.6500244140625,2757.85009765625,1167.425048828125
2020-04-17,457.1000061035156,3929.550048828125,598.0,1374.0999755859375,2332.199951171875,,822.25,542.7000122070312,2678.550048828125,1123.4000244140625
2020-04-20,473.3999938964844,3844.75,585.4000244140625,1450.949951171875,2342.550048828125,,809.75,540.9500122070312,2603.64990234375,1165.625
2020-04-21,473.1499938964844,4016.39990234375,592.0999755859375,1351.1500244140625,2406.60009765625,,812.5,644.4000244140625,2581.699951171875,1175.2750244140625
